pdf,quantidade,descricao,valor_unitario,valor_total
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1381.58,1381.58
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 12 64GB RECONDICIONADO IMEI,1265.52,1265.52
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 13 128GB RECONDICIONAD IMEI,1326.31,1326.31
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 13 128GB RECONDICIONAD IMEI,1326.31,1326.31
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 13 128GB RECONDICIONAD IMEI,1326.31,1326.31
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 13 128GB RECONDICIONAD IMEI,1326.31,1326.31
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE APPLE IPHONE 13 128GB RECONDICIONAD IMEI,1326.31,1326.31
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR TELEFONE CELULAR 8849 IMEI,3619.66,3619.66
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR TELEFONE CELULAR 8849 IMEI,3619.66,3619.66
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR TELEFONE CELULAR IMEI 357415540885489,1241.69,1241.69
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,TELEFONE CELULAR TELEFONE CELULAR IMEI 357415540886263,1241.69,1241.69
ADM 0800100_0743_2025 de 30_09_2025.PDF,4,TELEFONE CELULAR CELULAR C/ ACESSORIOS BLACKVIEW,15199.92,60799.68
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE IMEI 356606901270128 OUKITEL WP19,3528.17,3528.17
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE IMEI 356606901379028 OUKITEL WP19,3528.17,3528.17
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE IMEI 353220560408947 OUKITEL WP26,1441.5,1441.5
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE IMEI 353220560440924 OUKITEL WP26,1441.5,1441.5
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE IMEI 353220560441484 OUKITEL WP26,1441.5,1441.5
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE IMEI 357744590763811 DOOGEE S100 -,2749.89,2749.89
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE IMEI 357744590764793 DOOGEE S100 -,2749.89,2749.89
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE IMEI357744590764777 DOOGEE S100 -,2749.89,2749.89
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE IMEI 354396860985732 DOOGEE V MAX,3989.89,3989.89
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE IMEI 354396860984875 DOOGEE V MAX,3989.89,3989.89
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE SMARTPHONE IMEI 354396860985393 DOOGEE V MAX,3989.89,3989.89
ADM 0800100_0743_2025 de 30_09_2025.PDF,1,SMARTPHONE IPHONE C/ ACESSORIOS ( NO ESTADO ) APPLE -,3322.0,3322.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 12 - 8GB/256GB //CB:43508373371-,1447.0,1447.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME C67 - 8GB/256GB //CB:43490795370-,1240.0,1240.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 12 - 8GB/256GB //CB:43491492941-,1447.0,1447.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 12 - 8GB/256GB //CB:43520661724-,1447.0,1447.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 12 - 8GB/256GB //CB:43484654658-,1447.0,1447.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 8GB/256GB //CB:43750730127-,999.0,999.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3 GB/64GB //CB:43707110750-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3 GB/64GB //CB:43707110750-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3 GB/64GB //CB:43707110750-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3 GB/64GB //CB:43707110750-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3 GB/64GB //CB:43707110750-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3 GB/64GB //CB:43708779869-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706761951-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706831050-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43706592043-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43706796899-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706325311-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43709069032-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706653747-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706389208-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706824685-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43706798834-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706572824-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706572824-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43709224923-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43709282159-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43706902718-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43706541454-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706616487-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43709047054-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43705686750-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43706754503-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706269625-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706950635-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706684504-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43709334273-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43708735296-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706224927-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43706384935-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43707537788-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706974444-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706717307-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706915724-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706930088-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43707028392-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706849644-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43707042710-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43706989152-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706405187-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706833464-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43706783554-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706647534-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706982900-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706429453-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43709438059-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706988716-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 3GB/64GB //CB:43706716571-,605.0,605.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 4GB/128GB //CB:43706876895-,699.0,699.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIOAMI REDMI 13C //CB:43174586030-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIOAMI REDMI 13C //CB:43176797004-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIOAMI REDMI 13C //CB:43176274572-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIOAMI REDMI 13C //CB:43176537384-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43116740706-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43116656154-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43115269993-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43115548340-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43113408229-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43116564422-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43115470124-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43116476271-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43115134663-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43116694352-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43109787551-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 12C //CB:43110176899-,784.0,784.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43115101281-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43109891313-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43113497430-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43116464699-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43113008933-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43113358263-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43115400298-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43113569340-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43111618832-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43116057448-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43111492159-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43110336804-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43115095002-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI NOTE 13 //CB:43110183294-,1069.0,1069.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43115919905-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43112590873-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43115554829-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43117269848-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43113915743-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43112558365-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XAIOMI POCO C65 //CB:43111773669-,1180.0,1180.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43109843263-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 13C //CB:43113760769-,929.9,929.9
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43115305466-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43115305466-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43115305466-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43115305466-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181378664-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180936675-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180670581-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180528062-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181769374-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180529380-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43112877300-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43116567648-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43115459524-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180193799-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181405689-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180463991-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43116132484-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43116905578-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43115490548-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43115244723-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,"SMARTPHONE REALME REALME C53 //CB:43115003389-IMEI: R$ 809,99",809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43115958118-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181614999-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180075449-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180752494-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43182147917-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181850617-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180922871-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181994258-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43116081304-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43115711839-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43113276246-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43115896177-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181266889-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181617847-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181959120-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43182083094-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43114993669-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180137869-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180839591-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181114806-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180582436-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43115004332-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181156395-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181182469-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43180194262-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C55 //CB:43181491979-,1449.0,1449.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43113175942-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43116501191-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME REALME C53 //CB:43114927324-,809.99,809.99
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 11 5G //CB:43114905618-,1640.0,1640.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE REALME 11 5G //CB:43115044839-,1640.0,1640.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //CB:43490314398-,1249.0,1249.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //CB:43492751622-,1249.0,1249.0
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI POCO M6 PRO //CB:43490330575-,1249.0,1249.0
