PDF,Quantidade,Descrição,Valor (texto),Valor (numérico),Linha Original
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079714187-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079714187-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079697200-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079697200-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079699529-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079699529-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079699263-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079699263-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079697507-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079697507-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079728062-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079728062-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079699909-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079699909-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079736768-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079736768-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079769926-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079769926-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079736461-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079736461-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079713924-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079713924-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079727387-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079727387-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079731504-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079731504-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079735604-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079735604-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079735240-NOVO -,"996,55",R$ 996.55,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:865642079735240-NOVO - 21775/2024 - 8GB - 256GB///R$ 996,55"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074478448-NOVO,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074478448-NOVO R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070514147-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070514147-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074524464-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074524464-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079059021-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079059021-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074496804-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074496804-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070518064-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070518064-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074524365-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074524365-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074523805-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074523805-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512220-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512220-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074462640-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074462640-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070501508-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070501508-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079058726-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079058726-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512345-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512345-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070518189-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070518189-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079321421-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079321421-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079059005-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079059005-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070462008-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070462008-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512329-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512329-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074498040-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074498040-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512246-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512246-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070482089-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070482089-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512568-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512568-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070514220-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070514220-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074508400-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074508400-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074491342-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074491342-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079058965-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079058965-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074524282-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074524282-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070483269-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070483269-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079373968-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079373968-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512667-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512667-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070501565-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070501565-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512626-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512626-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070476248-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070476248-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074508087-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074508087-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512089-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572074512089-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079373802-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079373802-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079321348-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079321348-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079058882-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:867957079058882-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070501284-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572070501284-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
ADM 0800100_0744_2025 de 30_09_2025.PDF,1,SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572071721709-NOVO -,"1.069,50",R$ 1069.50,"1,00 un SMARTPHONE XIAOMI REDMI 14 C //IMEI:866572071721709-NOVO - 21775/2024 - 4GB - 256GB///R$ 1.069,50"
